ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,split,ic_reported,ic_is_upper_limit,ic_comparator,ic_limit,ic_half_limit,ic_exclude,log10_ic_limit,log10_ic_half_limit,log10_ic_exclude,family,intended_formula_OBELiX,expected_formula_counts_json,spectrum_file,production_structure_file,production_structure_selection,production_structure_score,source_structure_file,source_structure_selection,source_structure_score,source_structure_role,eigen_file,eigen_selection,eigen_score,audit_status,production_parser,production_formula,production_reduced_formula,production_n_sites,production_volume_A3,production_volume_per_site_A3,production_density_g_cm3,production_min_distance_A,geometry_status,production_is_ordered,production_partial_or_mixed_sites,production_mixed_species_sites,production_underoccupied_sites,production_overoccupied_sites,composition_status,scale_all,framework_scale_raw,framework_scale_formula_units,framework_scale_nearest_integer,framework_scale_integer_deviation,framework_scale_anchor_elements,max_relative_stoich_error,framework_max_relative_stoich_error,max_absolute_count_error_atoms,framework_max_absolute_count_error_atoms,n_elements_outside_pass_tolerance,n_elements_outside_warn_tolerance,composition_total_variation_error,expected_Li_at_framework_scale,actual_Li,Li_count_error,Li_absolute_count_error,Li_relative_error,missing_elements,extra_elements,expected_counts_at_framework_scale_json,actual_counts_json,actual_minus_expected_json,element_absolute_errors_json,element_relative_errors_json,element_pass_flags_json,element_warn_flags_json,neutral_oxidation_guess_status,neutral_oxidation_guess_json,source_parser,source_formula,source_reduced_formula,source_counts_json,source_is_ordered,source_partial_or_mixed_sites,source_mixed_species_sites,source_underoccupied_sites,source_comparison_to_OBELiX,source_Li_relative_error_to_OBELiX,spectrum_n_frequency_points,spectrum_min_plotted_frequency_THz,spectrum_max_plotted_frequency_THz,spectrum_median_native_spacing_THz,spectrum_max_native_spacing_THz,spectrum_points_0_to_100_THz,spectrum_total_positive_area_0_to_100,spectrum_Li_positive_area_0_to_100,spectrum_coarse_grid_flag,spectrum_high_max_frequency_flag,spectrum_very_high_max_frequency_flag,spectrum_negative_plotted_grid_endpoint_flag,eligible_primary_audit,eligible_strict_audit,eligible_exact_audit,source_folder,li_file,total_file,selection_score,has_paired_spectrum,has_target_limit_policy,included_primary,included_strict,included_exact,primary_exclusion_reason
5u3,Li1.2In0.2Ti1.8(PO4)3,6,Li7.2In1.2Ti10.8P18.0O72.0,0.00039,,,R-3c,167,8.544,8.544,20.948,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,,train,0.00039,False,,0.00039,0.00039,0.00039,-3.408935392973501,-3.408935392973501,-3.408935392973501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
2eq,Li1.3In0.3Ti1.7(PO4)3,6,Li7.8In1.8Ti10.2P18.0O72.0,0.000393,,,R-3c,167,8.5495,8.5495,20.9586,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,,train,0.000393,False,,0.000393,0.000393,0.000393,-3.4056074496245734,-3.4056074496245734,-3.4056074496245734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
yn6,Li1.4In0.4Ti1.6(PO4)3,6,Li8.4In2.4Ti9.6P18.0O72.0,0.000302,,,R-3c,167,8.5626,8.5626,21.0066,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,,train,0.000302,False,,0.000302,0.000302,0.000302,-3.5199930570428495,-3.5199930570428495,-3.5199930570428495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
8jy,Li1.5In0.5Ti1.5(PO4)3,6,Li9.0In3.0Ti9.0P18.0O72.0,0.000204,,,R-3c,167,8.5695,8.5695,21.0089,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,379.0,train,0.000204,False,,0.000204,0.000204,0.000204,-3.6903698325741012,-3.6903698325741012,-3.6903698325741012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
p4l,Li1.2La0.2Ti1.8(PO4)3,6,Li7.2La1.2Ti10.8P18.0O72.0,8e-05,,,R-3c,167,8.5117,8.5117,20.8537,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,,train,8e-05,False,,8e-05,8e-05,8e-05,-4.096910013008056,-4.096910013008056,-4.096910013008056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
qkr,Li1.3La0.3Ti1.7(PO4)3,6,Li7.8La1.8Ti10.2P18.0O72.0,0.000523,,,R-3c,167,8.5119,8.5119,20.8513,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,,train,0.000523,False,,0.000523,0.000523,0.000523,-3.281498311132726,-3.281498311132726,-3.281498311132726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
e0z,Li1.4La0.4Ti1.6(PO4)3,6,Li8.4La2.4Ti9.6P18.0O72.0,0.000498,,,R-3c,167,8.5108,8.5108,20.8492,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,,train,0.000498,False,,0.000498,0.000498,0.000498,-3.3027706572402824,-3.3027706572402824,-3.3027706572402824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
vus,Li1.5La0.5Ti1.5(PO4)3,6,Li9.0La3.0Ti9.0P18.0O72.0,0.000281,,,R-3c,167,8.5218,8.5218,20.8621,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,,train,0.000281,False,,0.000281,0.000281,0.000281,-3.55129368009492,-3.55129368009492,-3.55129368009492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
7kf,Li1.7Al0.3Ti1.6(PO4)3,6,Li10.2Al1.8Ti9.6P18.0O72.0,0.00122,0.00122,0.002,R-3c,167,8.46,8.46,20.69,90.0,90.0,120.0,NASICON,10.1016/s0167-2738(00)00493-8,1,D2 - 142,not available,,,ic # check,,,,142.0,,train,0.00122,False,,0.00122,0.00122,0.00122,-2.9136401693252516,-2.9136401693252516,-2.9136401693252516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
i8k,Li1.2In0.2Ti1.8(PO4)3,6,Li7.2In1.2Ti10.8P18.0O72.0,8.22e-05,,,R-3c,167,8.55,8.55,20.96,90.0,90.0,120.0,NASICON,10.1021/cm030422i,1,D2 - 143,not available,,,,,,,143.0,,train,8.22e-05,False,,8.22e-05,8.22e-05,8.22e-05,-4.0851281824599495,-4.0851281824599495,-4.0851281824599495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
hzf,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,6,Li7.8Al1.2Sc0.6Ti10.2P18.0O72.0,0.000972,,,R-3c,167,8.5169,8.5169,20.916,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2012.03.045,1,D2 - 144,not available,,,,,,,144.0,,train,0.000972,False,,0.000972,0.000972,0.000972,-3.0123337350737254,-3.0123337350737254,-3.0123337350737254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
x61,Li1.3Al0.15Sc0.15Ti1.7(PO4)3,6,Li7.8Al0.9Sc0.9Ti10.2P18.0O72.0,0.00124,,,R-3c,167,8.5244,8.5244,20.9553,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2012.03.045,1,D2 - 144,not available,,,,,,,144.0,,train,0.00124,False,,0.00124,0.00124,0.00124,-2.906578314837765,-2.906578314837765,-2.906578314837765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
czo,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,6,Li7.8Al0.6Sc1.2Ti10.2P18.0O72.0,0.000429,,,R-3c,167,8.5322,8.5322,21.0039,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2012.03.045,1,D2 - 144,not available,,,,,,,144.0,,train,0.000429,False,,0.000429,0.000429,0.000429,-3.3675427078152755,-3.3675427078152755,-3.3675427078152755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
o8s,Li1.3Sc0.3Ti1.7(PO4)3,6,Li7.8Sc1.8Ti10.2P18.0O72.0,0.000452,,,R-3c,167,8.5529,8.5529,21.058,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2012.03.045,1,D2 - 144,not available,,,,,,,144.0,,train,0.000452,False,,0.000452,0.000452,0.000452,-3.344861565188618,-3.344861565188618,-3.344861565188618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
yp3,LiTi2(PO4)3,6,Li6.0Ti12.0P18.0O72.0,6e-05,,,R-3c,167,8.5087,8.5087,20.9089,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 – 145,not available,,,composition should be corrected,,,,145.0,,train,6e-05,False,,6e-05,6e-05,6e-05,-4.221848749616356,-4.221848749616356,-4.221848749616356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
tzl,Li1.05Al0.05Ti1.95(PO4)3,6,Li6.3Al0.3Ti11.7P18.0O72.0,0.0011,,,R-3c,167,8.5066,8.5066,20.9085,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,,train,0.0011,False,,0.0011,0.0011,0.0011,-2.958607314841775,-2.958607314841775,-2.958607314841775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
hyj,Li1.1Al0.1Ti1.9(PO4)3,6,Li6.6Al0.6Ti11.4P18.0O72.0,0.00067,,,R-3c,167,8.5068,8.5068,20.8905,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,,train,0.00067,False,,0.00067,0.00067,0.00067,-3.1739251972991736,-3.1739251972991736,-3.1739251972991736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
mg4,Li1.3Al0.3Ti1.7(PO4)3,6,Li7.8Al1.8Ti10.2P18.0O72.0,0.0062,,,R-3c,167,8.4941,8.4941,20.8586,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,done,,,composition should be corrected,Yes,10.1016/j.jallcom.2020.155878,36778.0,145.0,19.0,train,0.0062,False,,0.0062,0.0062,0.0062,-2.207608310501746,-2.207608310501746,-2.207608310501746,NASICON,Li1.3Al0.3Ti1.7(PO4)3,"{""Al"": 0.3, ""Li"": 1.3, ""O"": 12.0, ""P"": 3.0, ""Ti"": 1.7}",/content/obelix_composition_audit/combined_option_a_spectra/train/mg4/mg4_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/mg4/relaxed_mg4.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/mg4/ordered_adaptive_mg4.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,FAIL_LI_STOICHIOMETRY,pymatgen_structure,Li6 Ti10 Al2 P18 O72,Li3Ti5Al(PO4)9,108.0,1349.5201188088793,12.49555665563777,2.8100942089198955,1.5127634763929692,PASS,True,0.0,0.0,0.0,0.0,FAIL_LI_STOICHIOMETRY,6.0,6.0,6.0,6.0,0.0,Ti;P;O,0.2307692307692308,0.1111111111111112,1.8000000000000007,0.2000000000000001,1.0,1.0,0.0157862780813599,7.800000000000001,6.0,-1.8000000000000007,1.8000000000000007,-0.2307692307692308,,,"{""Al"": 1.8, ""Li"": 7.8, ""O"": 72.0, ""P"": 18.0, ""Ti"": 10.2}","{""Al"": 2.0, ""Li"": 6.0, ""O"": 72.0, ""P"": 18.0, ""Ti"": 10.0}","{""Al"": 0.2, ""Li"": -1.8, ""O"": 0.0, ""P"": 0.0, ""Ti"": -0.2}","{""Al"": 0.2, ""Li"": 1.8, ""O"": 0.0, ""P"": 0.0, ""Ti"": 0.2}","{""Al"": 0.11111111, ""Li"": 0.23076923, ""O"": 0.0, ""P"": 0.0, ""Ti"": 0.01960784}","{""Al"": true, ""Li"": false, ""O"": true, ""P"": true, ""Ti"": true}","{""Al"": true, ""Li"": false, ""O"": true, ""P"": true, ""Ti"": true}",no_neutral_assignment_found,,pymatgen_structure,Li6 Ti10 Al2 P18 O72,Li3Ti5Al(PO4)9,"{""Al"": 2.0, ""Li"": 6.0, ""O"": 72.0, ""P"": 18.0, ""Ti"": 10.0}",True,0.0,0.0,0.0,FAIL_LI_STOICHIOMETRY,-0.2307692307692308,201.0,-3.8220899736120177,39.252791762234914,0.2153744086792348,0.2153744086792457,183.0,329.2361092773304,17.83521911706055,False,False,False,True,False,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/mg4,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/mg4/Lithium_PDOS_mg4.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/mg4/Total_DOS_mg4.csv,980.0,True,True,False,False,False,audit:FAIL_LI_STOICHIOMETRY/PASS
50s,Li1.4Al0.4Ti1.6(PO4)3,6,Li8.4Al2.4Ti9.6P18.0O72.0,0.0033,,,R-3c,167,8.4882,8.4882,20.8571,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,,train,0.0033,False,,0.0033,0.0033,0.0033,-2.4814860601221125,-2.4814860601221125,-2.4814860601221125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
d4q,Li1.05Cr0.05Ti1.95(PO4)3,6,Li6.3Cr0.3Ti11.7P18.0O72.0,0.00018,,,R-3c,167,8.5093,8.5093,20.915,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,,train,0.00018,False,,0.00018,0.00018,0.00018,-3.744727494896694,-3.744727494896694,-3.744727494896694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
6he,Li1.1Cr0.1Ti1.9(PO4)3,6,Li6.6Cr0.6Ti11.4P18.0O72.0,0.00026,,,R-3c,167,8.5126,8.5126,20.9212,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,,train,0.00026,False,,0.00026,0.00026,0.00026,-3.5850266520291822,-3.5850266520291822,-3.5850266520291822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
pwy,Li1.2Cr0.2Ti1.8(PO4)3,6,Li7.2Cr1.2Ti10.8P18.0O72.0,0.00043,,,R-3c,167,8.5132,8.5132,20.9271,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,,train,0.00043,False,,0.00043,0.00043,0.00043,-3.3665315444204134,-3.3665315444204134,-3.3665315444204134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
y9l,Li1.3Cr0.3Ti1.7(PO4)3,6,Li7.8Cr1.8Ti10.2P18.0O72.0,0.00029,,,R-3c,167,8.5183,8.5183,20.9177,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,,train,0.00029,False,,0.00029,0.00029,0.00029,-3.537602002101044,-3.537602002101044,-3.537602002101044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
rc1,Li1.05Fe0.05Ti1.95(PO4)3,6,Li6.3Fe0.3Ti11.7P18.0O72.0,0.00013,,,R-3c,167,8.5125,8.5125,20.8871,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,,train,0.00013,False,,0.00013,0.00013,0.00013,-3.886056647693163,-3.886056647693163,-3.886056647693163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
lzt,Li1.1Fe0.1Ti1.9(PO4)3,6,Li6.6Fe0.6Ti11.4P18.0O72.0,0.00063,,,R-3c,167,8.5137,8.5137,20.8822,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,,train,0.00063,False,,0.00063,0.00063,0.00063,-3.2006594505464183,-3.2006594505464183,-3.2006594505464183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
kbp,Li1.2Fe0.2Ti1.8(PO4)3,6,Li7.2Fe1.2Ti10.8P18.0O72.0,0.0014,,,R-3c,167,8.5213,8.5213,20.9211,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,,train,0.0014,False,,0.0014,0.0014,0.0014,-2.853871964321762,-2.853871964321762,-2.853871964321762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
b9u,Li1.3Fe0.3Ti1.7(PO4)3,6,Li7.8Fe1.8Ti10.2P18.0O72.0,0.0023,,,R-3c,167,8.5239,8.5239,20.9215,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,,train,0.0023,False,,0.0023,0.0023,0.0023,-2.638272163982407,-2.638272163982407,-2.638272163982407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
rg6,Li1.4Al0.4Ti1.6 (PO4)3,6,Li8.4Al2.4Ti9.6P18.0O72.0,0.00338,,,R-3c,167,8.4975,8.4975,20.7921,90.0,90.0,120.0,NASICON,10.1016/j.jeurceramsoc.2014.11.023,1,D2 - 243,not available,,,refere D2 - 134,,,,243.0,,train,0.00338,False,,0.00338,0.00338,0.00338,-2.4710832997223453,-2.4710832997223453,-2.4710832997223453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
ed4,Li1.2Al0.2Ge1.8(PO4)3,6,Li7.2Al1.2Ge10.8P18.0O72.0,7.94e-05,,,R-3c,167,8.283,8.283,20.471,90.0,90.0,120.0,NASICON,10.1016/j.jeurceramsoc.2014.11.023,1,D2 - 243,not available,,,,,,,243.0,,train,7.94e-05,False,,7.94e-05,7.94e-05,7.94e-05,-4.100179497572904,-4.100179497572904,-4.100179497572904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
vg0,Li1.5Al0.5Ge1.5(PO4)3,6,Li9.0Al3.0Ge9.0P18.0O72.0,0.00019,,,R-3c,167,8.2828,8.2828,20.5014,90.0,90.0,120.0,NASICON,10.1016/j.jeurceramsoc.2014.11.023,1,D2 - 243,done,,,,Yes,10.1016/j.jallcom.2020.155878,36779.0,243.0,,train,0.00019,False,,0.00019,0.00019,0.00019,-3.721246399047171,-3.721246399047171,-3.721246399047171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
w3n,Li1.4Al0.4Ti1.6(PO4)3,6,Li8.4Al2.4Ti9.6P18.0O72.0,0.00112,,,R-3c,167,8.503,8.503,20.847,90.0,90.0,120.0,NASICON,10.1016/j.materresbull.2007.08.007,1,D2 - 245,not available,,,refer D2 - 134; D2 - 243; D1 - 40; D1 - 170 ,,,,245.0,,train,0.00112,False,,0.00112,0.00112,0.00112,-2.9507819773298185,-2.9507819773298185,-2.9507819773298185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
nng,Li1.6Al0.6Ge0.8Ti0.6(PO4)3,6,Li9.6Al3.6Ge4.8P18.0Ti3.6O72.0,0.0007,,,R-3c,167,8.383,8.383,20.637,90.0,90.0,120.0,NASICON,10.1021/cm021717j,1,D1 - 30,not available,,,bulk Ic ,,,,,30.0,train,0.0007,False,,0.0007,0.0007,0.0007,-3.154901959985743,-3.154901959985743,-3.154901959985743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
oxc,Li1.4Al0.4Ti1.6(PO4)3,6,Li8.4Al2.4Ti9.6P18.0O72.0,0.00563,,,R-3c,167,8.5,8.5,20.81,90.0,90.0,120.0,NASICON,10.1039/c5ta08545d,0,,,,,,,,,,29.0,train,0.00563,False,,0.00563,0.00563,0.00563,-2.2494916051486538,-2.2494916051486538,-2.2494916051486538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
dq4,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,6,Li7.8Al0.6Sc1.2Ti10.2P18.0O72.0,0.000426,,,R-3c,167,8.5244,8.5244,20.925,90.0,90.0,120.0,NASICON,10.1007/s10008-012-1780-x,1,D1 - 310,not available,,,refer D2 - 144,,,,,246.0,train,0.000426,False,,0.000426,0.000426,0.000426,-3.370590400897281,-3.370590400897281,-3.370590400897281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
0fa,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,6,Li7.8Al1.2Sc0.6Ti10.2P18.0O72.0,0.000269,,,R-3c,167,8.5216,8.5216,20.917,90.0,90.0,120.0,NASICON,10.1007/s10008-012-1780-x,1,D1 - 310,not available,,,,,,,,247.0,train,0.000269,False,,0.000269,0.000269,0.000269,-3.570247719997592,-3.570247719997592,-3.570247719997592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
rr5,LiTi2(PO4)3,6,Li6.0Ti12.0P18.0O72.0,7.2e-05,,,R-3c,167,8.5135,8.5135,20.8705,90.0,90.0,120.0,NASICON,10.1007/s11164-013-1348-0,1,D1 - 312,done,,,,Yes,10.1039/b203652p,184088.0,,249.0,train,7.2e-05,False,,7.2e-05,7.2e-05,7.2e-05,-4.142667503568732,-4.142667503568732,-4.142667503568732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
6j9,Li1.15Fe0.15Ti1.85(PO4)3,6,Li6.9Fe0.9Ti11.1P18.0O72.0,0.000522,,,R-3c,167,8.5188,8.5188,20.8472,90.0,90.0,120.0,NASICON,10.1007/s11164-013-1348-0,1,D1 - 312,not available,,,,,,,,248.0,train,0.000522,False,,0.000522,0.000522,0.000522,-3.282329496997738,-3.282329496997738,-3.282329496997738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
