ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,split,ic_reported,ic_is_upper_limit,ic_comparator,ic_limit,ic_half_limit,ic_exclude,log10_ic_limit,log10_ic_half_limit,log10_ic_exclude
yq2,Li1.1Al0.1Ti1.9(PO4)3,6,Li6.6Al0.6Ti11.4P18.0O72.0,3e-05,,,R-3c,167,8.508,8.508,20.855,90.0,90.0,120.0,NASICON,10.1016/s0955-2219(99)00055-2,1,D1 - 401; D1 - 426,done,,,,Yes,10.1016/j.solidstatesciences.2016.08.011,7931.0,,351.0,train,3e-05,False,,3e-05,3e-05,3e-05,-4.522878745280337,-4.522878745280337,-4.522878745280337
kab,Li1.3Al0.3Ti1.7(PO4)3,6,Li7.8Al1.8Ti10.2P18.0O72.0,3.75e-05,,,R-3c,167,8.498,8.498,20.896,90.0,90.0,120.0,NASICON,10.1016/S0955-2219(99)00055-2,1,D1 - 401; D1 - 426,done,,,,Yes,10.1021/acs.chemmater.9b04419,141513.0,,401.0,train,3.75e-05,False,,3.75e-05,3.75e-05,3.75e-05,-4.425968732272281,-4.425968732272281,-4.425968732272281
tp2,Li1.6Al0.6Ti1.4(PO4)3,6,Li9.6Al3.6Ti8.4P18.0O72.0,2.3e-05,,,R-3c,167,8.479,8.479,20.981,90.0,90.0,120.0,NASICON,10.1016/s0955-2219(99)00055-2,1,D1 - 401; D1 - 426,not available,,,,,,,,401.0,train,2.3e-05,False,,2.3e-05,2.3e-05,2.3e-05,-4.638272163982407,-4.638272163982407,-4.638272163982407
nf0,Li1.5Al0.5Ti1.5(PO4)3,6,Li9.0Al3.0Ti9.0P18.0O72.0,1.1e-05,,,R-3c,167,8.485,8.485,20.79,90.0,90.0,120.0,NASICON,10.1021/cm010528i,1,D1 - 430,not available,,,refer D2 - 134,,,,,353.0,train,1.1e-05,False,,1.1e-05,1.1e-05,1.1e-05,-4.958607314841775,-4.958607314841775,-4.958607314841775
fkt,Li1.2La0.2Ti1.8(PO4)3,6,Li7.2La1.2Ti10.8P18.0O72.0,0.000528,,,R-3c,167,8.511,8.511,20.853,90.0,90.0,120.0,NASICON,10.1149/1.2096693,1,D1 - 467,not available,,,duplicate with line 273,,,,,384.0,train,0.000528,False,,0.000528,0.000528,0.000528,-3.277366077466188,-3.277366077466188,-3.277366077466188
ctg,Li1.3La0.3Ti1.7(PO4)3,6,Li7.8La1.8Ti10.2P18.0O72.0,0.000528,,,R-3c,167,8.512,8.512,20.854,90.0,90.0,120.0,NASICON,10.1149/1.2096693,1,D1 - 467,not available,,,duplicate with line 274,,,,,385.0,train,0.000528,False,,0.000528,0.000528,0.000528,-3.277366077466188,-3.277366077466188,-3.277366077466188
4t5,LiCrSb(PO4)3,6,Li6.0Cr6.0Sb6.0P18.0O72.0,3.57e-10,,,R-3c,167,8.38,8.38,21.46,90.0,90.0,120.0,NASICON,10.1063/1.2357843,1,D1 - 446,not available,,,,,,,,365.0,train,3.57e-10,False,,3.57e-10,3.57e-10,3.57e-10,-9.447331783887806,-9.447331783887806,-9.447331783887806
smk,LiAlSb(PO4)3,6,Li6.0Al6.0Sb6.0P18.0O72.0,3.17e-08,,,R-3c,167,8.24,8.24,21.13,90.0,90.0,120.0,NASICON,10.1063/1.2357843,1,D1 - 446,not available,,,,,,,,366.0,train,3.17e-08,False,,3.17e-08,3.17e-08,3.17e-08,-7.498940737782249,-7.498940737782249,-7.498940737782249
vtr,LiFeSb(PO4)3,6,Li6.0Fe6.0Sb6.0P18.0O72.0,1.37e-06,,,R-3c,167,8.44,8.44,21.48,90.0,90.0,120.0,NASICON,10.1063/1.2357843,1,D1 - 446,not available,,,,,,,,367.0,train,1.37e-06,False,,1.37e-06,1.37e-06,1.37e-06,-5.863279432843593,-5.863279432843593,-5.863279432843593
dc8,Li9Mg3(PO4)4F3,2,Li18.0Mg6.0P8.0O32.0F6.0,<1E-10,,,P63,173,12.6159,12.6159,5.0082,90.0,90.0,120.0,fluorophosphates,10.1039/c3ta15264b,1,D2 - 148,done,appendix; ICSD,downloaded,,,,,148.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
hai,Pb6.12Ca1.9Li1.96(PO4)6,1,Pb6.12Ca1.9Li1.96P6.0O24.0,<1E-10,,,P63/m ,176,9.679,9.679,7.113,90.0,90.0,120.0,phosphates,10.1006/jssc.2002.9596,1,D2 - 149,done,59615-ICSD ,,,,,59615.0,149.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
tvf,Li3(NH2)2I,4,Li12.0N8.0H16.0I4.0,1e-05,,,P63mc ,186,7.09109,7.09109,11.50958,90.0,90.0,120.0,hydrides,10.1021/cm1006857,1,D2 - 152,done,ICSD ,downloaded,,,,,152.0,,train,1e-05,False,,1e-05,1e-05,1e-05,-5.0,-5.0,-5.0
u8r,Ba3LiTa5ZrSi4O26,1,Ba3.0Li1.0Ta5.0Zr1.0Si4.0O26.0,<1E-10,,,P-62m,189,9.0495,9.0495,7.8198,90.0,90.0,120.0,oxides,10.1016/j.ssi.2015.08.011,1,D2 - 153,done,ICSD ,,,,,239276.0,153.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
gvd,Li3N,1,Li3.0N1.0,0.0005767,,,P6/mmm ,191,3.648,3.648,3.875,90.0,90.0,120.0,nitrides,10.1039/c0ee00052c,1,D2 - 154,done,ICSD not the same paper,,,,,34280.0,154.0,,train,0.0005767,False,,0.0005767,0.0005767,0.0005767,-3.2390500485891027,-3.2390500485891027,-3.2390500485891027
uex,Fe2Na2K(Li3Si12O30),2,Fe4.0Na4.0K2.0Li6.0Si24.0O60.0,<1E-10,,,P6/mcc,192,10.0617,10.0617,14.0832,90.0,90.0,120.0,sugilites,10.1016/j.jssc.2018.05.008,1,D2 - 156,done,ICSD not the same paper,,,,,235750.0,156.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
11b,Li3P,2,Li6.0P2.0,0.000703,,,P63/mmc,194,4.273,4.273,7.594,90.0,90.0,120.0,phosphates,10.1016/0167-2738(89)90438-4,1,D2 - 157,done,ICSD ,,,,,642223.0,157.0,,train,0.000703,False,,0.000703,0.000703,0.000703,-3.153044674980176,-3.153044674980176,-3.153044674980176
fft,Li3N,2,Li6.0N2.0,0.0002085,,,P63/mmc,194,3.552,3.552,6.311,90.0,90.0,120.0,nitrides,10.1016/0167-2738(83)90045-0,1,D2 - 155,done,ICSD not the same paper,,,,,63201.0,155.0,,train,0.0002085,False,,0.0002085,0.0002085,0.0002085,-3.6808939406902237,-3.6808939406902237,-3.6808939406902237
lf5,Li6BaLa2Nb2O12,8,Li48.0Ba8.0La16.0Nb16.0O96.0,6e-06,,, I213,199,12.86,12.86,12.86,90.0,90.0,90.0,garnet,10.1111/j.1551-2916.2005.00060.x,1,D2 - 159;D1- 814,not available,,,,,,,159.0,681.0,train,6e-06,False,,6e-06,6e-06,6e-06,-5.221848749616356,-5.221848749616356,-5.221848749616356
68u,Li5La3Nb2O12,8,Li40.0La24.0Nb16.0O96.0,8e-06,,, I213,199,12.762,12.762,12.762,90.0,90.0,90.0,garnet,10.1111/j.1551-2916.2005.00060.x,1,D2 - 159;D1- 814,done,,,,Yes,10.1016/0025-5408(88)90264-4,202768.0,159.0,610.0,train,8e-06,False,,8e-06,8e-06,8e-06,-5.096910013008056,-5.096910013008056,-5.096910013008056
gyw,Li6SrLa2Ta2O12,8,Li48.0Sr8.0La16.0Ta16.0O96.0,4.2e-06,,, I213,199,12.811,12.811,12.811,90.0,90.0,90.0,garnet,10.1111/j.1551-2916.2005.00060.x,1,D2 - 159;D1- 814,not available,,,,,,,159.0,,train,4.2e-06,False,,4.2e-06,4.2e-06,4.2e-06,-5.376750709602099,-5.376750709602099,-5.376750709602099
0v9,Li5.5La3Nb1.75In0.25O12 ,8,Li44.0La24.0Nb14.0In2.0O96.0,2.4e-05,,, I213,199,12.821,12.821,12.821,90.0,90.0,90.0,garnet,10.1016/j.jssc.2005.12.025,1,D2 - 158,not available,,,,,,,158.0,642.0,train,2.4e-05,False,,2.4e-05,2.4e-05,2.4e-05,-4.619788758288394,-4.619788758288394,-4.619788758288394
qtc,Li5.5La2.75K0.25Nb2O12 ,8,Li44.0La22.0K2.0Nb16.0O96.0,1.06e-05,,, I213,199,12.7937,12.7937,12.7937,90.0,90.0,90.0,garnet,10.1016/j.jssc.2005.12.025,1,D2 - 158,not available,,,,,,,158.0,643.0,train,1.06e-05,False,,1.06e-05,1.06e-05,1.06e-05,-4.97469413473523,-4.97469413473523,-4.97469413473523
vy5,(K0.1Li0.9)(SbO3),4,K0.4Li3.6Sb4.0O12.0,1.36e-08,,,Pn-3,201,9.681,9.681,9.681,90.0,90.0,90.0,oxides,10.1016/0167-2738(81)90178-8,1,D2 - 160,done,appendix; ICSD,,,,,200984.0,160.0,,train,1.36e-08,False,,1.36e-08,1.36e-08,1.36e-08,-7.866461091629782,-7.866461091629782,-7.866461091629782
rwr,Li8GeP4,8,Li64.0Ge8.0P32.0,1.8e-05,,,Pa-3,205,11.80203,11.80203,11.80203,90.0,90.0,90.0,phosphates,10.1021/acs.chemmater.8b02759,1,D2 - 161,done,appendix; ICSD,,,,,235184.0,161.0,,train,1.8e-05,False,,1.8e-05,1.8e-05,1.8e-05,-4.7447274948966935,-4.7447274948966935,-4.7447274948966935
pql,Li8SiP4,8,Li64.0Si8.0P32.0,4.5e-05,,,Pa-3,205,11.70737,11.70737,11.70737,90.0,90.0,90.0,phosphates,10.1021/acs.chemmater.8b02759,1,D2 - 161,done,appendix; ICSD,,,,,235186.0,161.0,,train,4.5e-05,False,,4.5e-05,4.5e-05,4.5e-05,-4.346787486224656,-4.346787486224656,-4.346787486224656
dl7,Li2MgTi3O8,4,Li8.0Mg4.0Ti12.0O32.0,<1E-10,,,P4332,212,8.3774,8.3774,8.3774,90.0,90.0,90.0,oxides,10.1039/a800234g,1,D2 - 163,done,ICSD ,,,,,86165.0,163.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
i12,Li2CoTi3O8,4,Li8.0Co4.0Ti12.0O32.0,<1E-10,,,P4332,212,8.3766,8.3766,8.3766,90.0,90.0,90.0,oxides,10.1039/a800234g,1,D2 - 163,done,ICSD ,,,,,86166.0,163.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
aui,Li2CoGe3O8,4,Li8.0Co4.0Ge12.0O32.0,<1E-10,,,P4332,212,8.2098,8.2098,8.2098,90.0,90.0,90.0,oxides,10.1039/a800234g,1,D2 - 163,done,ICSD ,,,,,86167.0,163.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
mfs,Li2ZnGe3O8,4,Li8.0Zn4.0Ge12.0O32.0,<1E-10,,,P4332,212,8.1961,8.1961,8.1961,90.0,90.0,90.0,oxides,10.1039/a800234g,1,D2 - 163,done,ICSD ,,,,,86169.0,163.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
jl4,(Li0.61Mg0.39)(Li0.46Mg0.005Ti0.035)Ti1.5O4,8,Li8.56Mg3.16Ti12.28O32.0,6.56e-10,,,P4332,212,8.3792,8.3792,8.3792,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168144.0,164.0,,train,6.56e-10,False,,6.56e-10,6.56e-10,6.56e-10,-9.18309616062434,-9.18309616062434,-9.18309616062434
jkq,(Li0.55Mg0.45)(Li0.445Mg0.055)Ti1.5O4,8,Li7.96Mg4.04Ti12.0O32.0,1.53e-11,,,P4332,212,8.3806,8.3806,8.3806,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168145.0,164.0,,train,1.53e-11,False,,1.53e-11,1.53e-11,1.53e-11,-10.8153085691824,-10.8153085691824,-10.8153085691824
yav,Li2VCl4,4,Li8.0V4.0Cl16.0,6.95e-06,,,F-43m,216,10.377,10.377,10.377,90.0,90.0,90.0,cholorides,10.1016/0167-2738(83)90223-0,1,D2 - 166,done,ICSD not the same paper,,,Yes,10.1002/zaac.19946200505,74959.0,166.0,,train,6.95e-06,False,,6.95e-06,6.95e-06,6.95e-06,-5.158015195409886,-5.158015195409886,-5.158015195409886
9yt,Li6PS5Cl0.25Br0.75,4,Li24.0P4.0S20.0Cl1.0Br3.0,0.00186,,,F-43m,216,9.953,9.953,9.953,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,,167.0,,train,0.00186,False,,0.00186,0.00186,0.00186,-2.7304870557820835,-2.7304870557820835,-2.7304870557820835
122,Li6PS5Cl,4,Li24.0P4.0S20.0Cl4.0,0.00205,,,F-43m,216,9.898,9.898,9.898,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259200.0,167.0,,train,0.00205,False,,0.00205,0.00205,0.00205,-2.688246138944246,-2.688246138944246,-2.688246138944246
ij5,Li6PS5Cl0.5Br0.5,4,Li24.0P4.0S20.0Cl2.0Br2.0,0.00333,,,F-43m,216,9.952,9.952,9.952,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259201.0,167.0,,train,0.00333,False,,0.00333,0.00333,0.00333,-2.4775557664936803,-2.4775557664936803,-2.4775557664936803
6jf,Li6PS5Br,4,Li24.0P4.0S20.0Br4.0,0.00115,,,F-43m,216,10.02,10.02,10.02,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259202.0,167.0,,train,0.00115,False,,0.00115,0.00115,0.00115,-2.939302159646388,-2.939302159646388,-2.939302159646388
ymc,Li6PS5Br0.5I0.5,4,Li24.0P4.0S20.0Br2.0I2.0,2.62e-05,,,F-43m,216,10.109,10.109,10.109,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259203.0,167.0,,train,2.62e-05,False,,2.62e-05,2.62e-05,2.62e-05,-4.581698708680254,-4.581698708680254,-4.581698708680254
ywe,Li6PS5I,4,Li24.0P4.0S20.0I4.0,1.3e-06,,,F-43m,216,10.181,10.181,10.181,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259204.0,167.0,,train,1.3e-06,False,,1.3e-06,1.3e-06,1.3e-06,-5.886056647693163,-5.886056647693163,-5.886056647693163
kgl,Li6PS5Cl0.75Br0.25,4,Li24.0P4.0S20.0Cl3.0Br1.0,0.00226,,,F-43m,216,9.8911,9.8911,9.8911,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259206.0,167.0,,train,0.00226,False,,0.00226,0.00226,0.00226,-2.6458915608525992,-2.6458915608525992,-2.6458915608525992
vqj,Li6PS5Br0.75I0.25,4,Li24.0P4.0S20.0Br3.0I1.0,0.000112,,,F-43m,216,10.0336,10.0336,10.0336,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259209.0,167.0,,train,0.000112,False,,0.000112,0.000112,0.000112,-3.9507819773298185,-3.9507819773298185,-3.9507819773298185
h82,Li6PS5Br0.25I0.75,4,Li24.0P4.0S20.0Br1.0I3.0,4.72e-06,,,F-43m,216,10.1108,10.1108,10.1108,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259211.0,167.0,,train,4.72e-06,False,,4.72e-06,4.72e-06,4.72e-06,-5.3260580013659125,-5.3260580013659125,-5.3260580013659125
9zr,Li6PS5Br,4,Li24.0P4.0S20.0Br4.0,0.000701,,,F-43m,216,9.9773,9.9773,9.9773,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 167,done,ICSD ,,,,,234584.0,168.0,,train,0.000701,False,,0.000701,0.000701,0.000701,-3.1542819820333414,-3.1542819820333414,-3.1542819820333414
a8v,Li6.025P0.975Si0.025S5Br,4,Li24.1P3.9Si0.1S20.0Br4.0,0.000878,,,F-43m,216,9.9819,9.9819,9.9819,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234585.0,168.0,,train,0.000878,False,,0.000878,0.000878,0.000878,-3.0565054840938974,-3.0565054840938974,-3.0565054840938974
09w,Li6.05P0.95Si0.05S5Br,4,Li24.2P3.8Si0.2S20.0Br4.0,0.000437,,,F-43m,216,9.9871,9.9871,9.9871,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234586.0,168.0,,train,0.000437,False,,0.000437,0.000437,0.000437,-3.359518563029578,-3.359518563029578,-3.359518563029578
x2v,Li6.075P0.925Si0.075S5Br,4,Li24.3P3.7Si0.3S20.0Br4.0,0.000873,,,F-43m,216,9.9938,9.9938,9.9938,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234587.0,168.0,,train,0.000873,False,,0.000873,0.000873,0.000873,-3.0589857562944305,-3.0589857562944305,-3.0589857562944305
bnh,Li6.1P0.95Si0.1S5Br,4,Li24.4P3.8Si0.4S20.0Br4.0,0.000799,,,F-43m,216,10.0024,10.0024,10.0024,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234588.0,168.0,,train,0.000799,False,,0.000799,0.000799,0.000799,-3.097453220686009,-3.097453220686009,-3.097453220686009
x9d,Li6.125P0.875Si0.125S5Br,4,Li24.5P3.5Si0.5S20.0Br4.0,0.000902,,,F-43m,216,10.0098,10.0098,10.0098,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234589.0,168.0,,train,0.000902,False,,0.000902,0.000902,0.000902,-3.0447934624580584,-3.0447934624580584,-3.0447934624580584
ish,Li6.175P0.825Si0.175S5Br,4,Li24.7P3.3Si0.7S20.0Br4.0,0.000931,,,F-43m,216,10.0193,10.0193,10.0193,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234591.0,168.0,,train,0.000931,False,,0.000931,0.000931,0.000931,-3.0310503190186573,-3.0310503190186573,-3.0310503190186573
iiy,Li6.2P0.8Si0.2S5Br,4,Li24.8P3.2Si0.8S20.0Br4.0,0.00169,,,F-43m,216,10.024,10.024,10.024,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234592.0,168.0,,train,0.00169,False,,0.00169,0.00169,0.00169,-2.7721132953863266,-2.7721132953863266,-2.7721132953863266
3zo,Li6.225P0.775Si0.225S5Br,4,Li24.9P3.1Si0.9S20.0Br4.0,0.00108,,,F-43m,216,10.0315,10.0315,10.0315,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234593.0,168.0,,train,0.00108,False,,0.00108,0.00108,0.00108,-2.96657624451305,-2.96657624451305,-2.96657624451305
vj7,Li6.25P0.75Si0.25S5Br,4,Li25.0P3.0Si1.0S20.0Br4.0,0.00141,,,F-43m,216,10.0365,10.0365,10.0365,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234594.0,168.0,,train,0.00141,False,,0.00141,0.00141,0.00141,-2.85078088734462,-2.85078088734462,-2.85078088734462
wsd,Li6.3P0.7Si0.3S5Br,4,Li25.2P2.8Si1.2S20.0Br4.0,0.00165,,,F-43m,216,10.0521,10.0521,10.0521,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234595.0,168.0,,train,0.00165,False,,0.00165,0.00165,0.00165,-2.7825160557860937,-2.7825160557860937,-2.7825160557860937
10s,Li6.35P0.65Si0.35S5Br,4,Li25.4P2.6Si1.4S20.0Br4.0,0.00234,,,F-43m,216,10.0468,10.0468,10.0468,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234596.0,168.0,,train,0.00234,False,,0.00234,0.00234,0.00234,-2.630784142589857,-2.630784142589857,-2.630784142589857
fkj,Li6.5P0.5Si0.5S5Br,4,Li26.0P2.0Si2.0S20.0Br4.0,0.00219,,,F-43m,216,10.0521,10.0521,10.0521,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234597.0,168.0,,train,0.00219,False,,0.00219,0.00219,0.00219,-2.6595558851598815,-2.6595558851598815,-2.6595558851598815
tt3,Li6PS5Cl,4,Li24.0P4.0S20.0Cl4.0,0.0013,,,F-43m,216,9.8397,9.8397,9.8397,90.0,90.0,90.0,argyrodites,10.1016/j.ssi.2012.06.008,1,D2 - 171,not available,,,,,,,171.0,,train,0.0013,False,,0.0013,0.0013,0.0013,-2.886056647693163,-2.886056647693163,-2.886056647693163
nig,Li6PS5Br,4,Li24.0P4.0S20.0Br4.0,0.00277,,,F-43m,216,9.988,9.988,9.988,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267193.0,172.0,,train,0.00277,False,,0.00277,0.00277,0.00277,-2.5575202309355514,-2.5575202309355514,-2.5575202309355514
z16,Li6P(S4.9Se0.1)Br,4,Li24.0P4.0S19.6Se0.4Br4.0,0.0032,,,F-43m,216,9.9902,9.9902,9.9902,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267194.0,172.0,,train,0.0032,False,,0.0032,0.0032,0.0032,-2.494850021680094,-2.494850021680094,-2.494850021680094
hbz,Li6P(S4.8Se0.2)Br,4,Li24.0P4.0S19.2Se0.8Br4.0,0.00392,,,F-43m,216,9.9946,9.9946,9.9946,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267195.0,172.0,,train,0.00392,False,,0.00392,0.00392,0.00392,-2.406713932979543,-2.406713932979543,-2.406713932979543
uut,Li6P(S4.7Se0.3)Br,4,Li24.0P4.0S18.8Se1.2Br4.0,0.00362,,,F-43m,216,9.9974,9.9974,9.9974,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267196.0,172.0,,train,0.00362,False,,0.00362,0.00362,0.00362,-2.441291429466834,-2.441291429466834,-2.441291429466834
cju,Li6P(S4.6Se0.4)Br,4,Li24.0P4.0S18.4Se1.6Br4.0,0.00364,,,F-43m,216,10.0079,10.0079,10.0079,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267197.0,172.0,,train,0.00364,False,,0.00364,0.00364,0.00364,-2.438898616350944,-2.438898616350944,-2.438898616350944
d9l,Li6P(S4.5Se0.5)Br,4,Li24.0P4.0S18.0Se2.0Br4.0,0.00268,,,F-43m,216,10.0176,10.0176,10.0176,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267198.0,172.0,,train,0.00268,False,,0.00268,0.00268,0.00268,-2.571865205971211,-2.571865205971211,-2.571865205971211
96f,Li6P(S4.4Se0.6)Br,4,Li24.0P4.0S17.6Se2.4Br4.0,0.00278,,,F-43m,216,10.0259,10.0259,10.0259,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267199.0,172.0,,train,0.00278,False,,0.00278,0.00278,0.00278,-2.555955204081924,-2.555955204081924,-2.555955204081924
1kq,Li6P(S4.3Se0.7)Br,4,Li24.0P4.0S17.2Se2.8Br4.0,0.00301,,,F-43m,216,10.0265,10.0265,10.0265,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267200.0,172.0,,train,0.00301,False,,0.00301,0.00301,0.00301,-2.5214335044061564,-2.5214335044061564,-2.5214335044061564
c6e,Li6P(S4.2Se0.8)Br,4,Li24.0P4.0S16.8Se3.2Br4.0,0.00348,,,F-43m,216,10.0332,10.0332,10.0332,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267201.0,172.0,,train,0.00348,False,,0.00348,0.00348,0.00348,-2.4584207560534193,-2.4584207560534193,-2.4584207560534193
t2c,Li6P(S4.1Se0.9)Br,4,Li24.0P4.0S16.4Se3.6Br4.0,0.00382,,,F-43m,216,10.0418,10.0418,10.0418,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267202.0,172.0,,train,0.00382,False,,0.00382,0.00382,0.00382,-2.417936637088291,-2.417936637088291,-2.417936637088291
dlj,Li6P(S4Se)Br,4,Li24.0P4.0S16.0Se4.0Br4.0,0.00361,,,F-43m,216,10.0522,10.0522,10.0522,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267203.0,172.0,,train,0.00361,False,,0.00361,0.00361,0.00361,-2.4424927980943423,-2.4424927980943423,-2.4424927980943423
w87,Li6PS5Br,4,Li24.0P4.0S20.0Br4.0,3.2e-05,,,F-43m,216,9.98,9.98,9.98,90.0,90.0,90.0,argyrodites,10.1002/pssa.201001117,1,D2 - 174,done,ICSD not the same paper,,,Yes,10.1021/acs.inorgchem.0c01504,142469.0,174.0,,train,3.2e-05,False,,3.2e-05,3.2e-05,3.2e-05,-4.494850021680094,-4.494850021680094,-4.494850021680094
97p,Li6PS5Cl,4,Li24.0P4.0S20.0Cl4.0,3.3e-05,,,F-43m,216,9.85,9.85,9.85,90.0,90.0,90.0,argyrodites,10.1002/pssa.201001117,1,D2 - 174,done,ICSD not the same paper,,,Yes,10.1021/acs.inorgchem.0c01504,142473.0,174.0,,train,3.3e-05,False,,3.3e-05,3.3e-05,3.3e-05,-4.481486060122113,-4.481486060122113,-4.481486060122113
p9u,Li6PS5I,4,Li24.0P4.0S20.0I4.0,0.00022,,,F-43m,216,10.142,10.142,10.142,90.0,90.0,90.0,argyrodites,10.1002/pssa.201001117,1,D2 - 174,done,ICSD not the same paper,,,Yes,10.1021/jacs.7b06327,259212.0,174.0,,train,0.00022,False,,0.00022,0.00022,0.00022,-3.657577319177794,-3.657577319177794,-3.657577319177794
5wz,Li6PS5I,4,Li24.0P4.0S20.0I4.0,1.26e-06,,,F-43m,216,10.14516,10.14516,10.14516,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,done,,,appendix: diffraction data available,Yes,10.1002/anie.200703900,418489.0,175.0,,train,1.26e-06,False,,1.26e-06,1.26e-06,1.26e-06,-5.8996294548824375,-5.8996294548824375,-5.8996294548824375
5gj,Li6.1P0.90Ge0.1S5I,4,Li24.4P3.6Ge0.4S20.0I4.0,8.86e-06,,,F-43m,216,10.16695,10.16695,10.16695,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,not available,,,appendix: diffraction data available,,,,175.0,,train,8.86e-06,False,,8.86e-06,8.86e-06,8.86e-06,-5.052566278112949,-5.052566278112949,-5.052566278112949
