split,ID,family,candidate_rank_for_production,production_score,source_score,selected_as_production,selected_as_source,file,parse_status,parser,formula,reduced_formula,counts_json,n_sites,is_ordered,partial_or_mixed_sites,comparison_to_OBELiX,Li_relative_error,composition_total_variation_error,error
test,duf,garnet,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/duf/relaxed_duf.cif,ok,pymatgen_structure,Li71 La6 Zr3 Sb1 O96,Li71La6Zr3SbO96,"{""La"": 6.0, ""Li"": 71.0, ""O"": 96.0, ""Sb"": 1.0, ""Zr"": 3.0}",177.0,True,0.0,FAIL_GENERAL_STOICHIOMETRY,0.3446969696969698,0.15536723163841812,
test,duf,garnet,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/duf/relaxed_duf.cif,ok,pymatgen_structure,Li120 Zr16 O96,Li15Zr2O12,"{""Li"": 120.0, ""O"": 96.0, ""Zr"": 16.0}",232.0,True,0.0,FAIL_ELEMENT_SET,1.272727272727273,0.23874926943308009,
test,duf,garnet,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/duf/ordered_adaptive_duf.cif,ok,pymatgen_structure,Li71 La6 Zr3 Sb1 O96,Li71La6Zr3SbO96,"{""La"": 6.0, ""Li"": 71.0, ""O"": 96.0, ""Sb"": 1.0, ""Zr"": 3.0}",177.0,True,0.0,FAIL_GENERAL_STOICHIOMETRY,0.3446969696969698,0.15536723163841812,
test,dvb,garnet,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/dvb/relaxed_dvb.cif,ok,pymatgen_structure,Li42 La24 Y1 Nb15 O96,Li42La24YNb15O96,"{""La"": 24.0, ""Li"": 42.0, ""Nb"": 15.0, ""O"": 96.0, ""Y"": 1.0}",178.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.009615384615384581,0.0028342949691264447,
test,dvb,garnet,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/dvb/relaxed_dvb.cif,ok,pymatgen_structure,Li168 La24 Nb16 O96,Li21La3Nb2O12,"{""La"": 24.0, ""Li"": 168.0, ""Nb"": 16.0, ""O"": 96.0}",304.0,True,0.0,FAIL_ELEMENT_SET,3.0384615384615383,0.31839734471313424,
test,dvb,garnet,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/dvb/ordered_adaptive_dvb.cif,ok,pymatgen_structure,Li42 La24 Y1 Nb15 O96,Li42La24YNb15O96,"{""La"": 24.0, ""Li"": 42.0, ""Nb"": 15.0, ""O"": 96.0, ""Y"": 1.0}",178.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.009615384615384581,0.0028342949691264447,
test,ecp,Lanthanumlithiumoxide,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ecp/relaxed_ecp.cif,ok,pymatgen_structure,Li4 La4 O8,LiLaO2,"{""La"": 4.0, ""Li"": 4.0, ""O"": 8.0}",16.0,True,0.0,PASS,0.0,0.0,
test,ecp,Lanthanumlithiumoxide,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/ecp/relaxed_ecp (1).cif,ok,pymatgen_structure,Li4 La4 O8,LiLaO2,"{""La"": 4.0, ""Li"": 4.0, ""O"": 8.0}",16.0,True,0.0,PASS,0.0,0.0,
test,ecp,Lanthanumlithiumoxide,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ecp/ordered_adaptive_ecp.cif,ok,pymatgen_structure,Li4 La4 O8,LiLaO2,"{""La"": 4.0, ""Li"": 4.0, ""O"": 8.0}",16.0,True,0.0,PASS,0.0,0.0,
test,ei3,halides,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ei3/relaxed_ei3.cif,ok,pymatgen_structure,Li9 Y3 Cl18,Li3YCl6,"{""Cl"": 18.0, ""Li"": 9.0, ""Y"": 3.0}",30.0,True,0.0,PASS,0.0,0.0,
test,ei3,halides,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/ei3/relaxed_ei3.cif,ok,pymatgen_structure,Li12 Y5 Cl18,Li12Y5Cl18,"{""Cl"": 18.0, ""Li"": 12.0, ""Y"": 5.0}",35.0,True,0.0,FAIL_GENERAL_STOICHIOMETRY,0.3333333333333333,0.08571428571428573,
test,ei3,halides,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ei3/ordered_adaptive_ei3.cif,ok,pymatgen_structure,Li9 Y3 Cl18,Li3YCl6,"{""Cl"": 18.0, ""Li"": 9.0, ""Y"": 3.0}",30.0,True,0.0,PASS,0.0,0.0,
test,elz,halides,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/elz/relaxed_elz.cif,ok,pymatgen_structure,Li6 Y2 Br12,Li3YBr6,"{""Br"": 12.0, ""Li"": 6.0, ""Y"": 2.0}",20.0,True,0.0,PASS,0.0,0.0,
test,elz,halides,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/elz/relaxed_elz.cif,ok,pymatgen_structure,Li16 Y2 Br12,Li8YBr6,"{""Br"": 12.0, ""Li"": 16.0, ""Y"": 2.0}",30.0,True,0.0,FAIL_LI_STOICHIOMETRY,1.6666666666666667,0.2333333333333333,
test,elz,halides,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/elz/ordered_adaptive_elz.cif,ok,pymatgen_structure,Li6 Y2 Br12,Li3YBr6,"{""Br"": 12.0, ""Li"": 6.0, ""Y"": 2.0}",20.0,True,0.0,PASS,0.0,0.0,
test,gwu,perovskites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/gwu/relaxed_gwu.cif,ok,pymatgen_structure,Li3 La7 Ti6 Al4 O30,Li3La7Ti6Al4O30,"{""Al"": 4.0, ""La"": 7.0, ""Li"": 3.0, ""O"": 30.0, ""Ti"": 6.0}",50.0,True,0.0,PASS,0.0,0.0,
test,gwu,perovskites,2,2000.0,2150.0,False,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/gwu/ordered_x10_gwu.cif,ok,pymatgen_structure,Li3 La7 Ti6 Al4 O30,Li3La7Ti6Al4O30,"{""Al"": 4.0, ""La"": 7.0, ""Li"": 3.0, ""O"": 30.0, ""Ti"": 6.0}",50.0,True,0.0,PASS,0.0,0.0,
test,gwu,perovskites,3,850.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/gwu/relaxed_gwu (2).cif,ok,pymatgen_structure,La1 Ti1 O3,LaTiO3,"{""La"": 1.0, ""O"": 3.0, ""Ti"": 1.0}",5.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.14,
test,gwu,perovskites,4,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/gwu/ordered_adaptive_gwu.cif,ok,pymatgen_structure,La1 Ti1 O3,LaTiO3,"{""La"": 1.0, ""O"": 3.0, ""Ti"": 1.0}",5.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.14,
test,h5i,perovskites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/h5i/relaxed_h5i.cif,ok,pymatgen_structure,Na4 Li1 La5 Nb20 O60,Na4LiLa5Nb20O60,"{""La"": 5.0, ""Li"": 1.0, ""Na"": 4.0, ""Nb"": 20.0, ""O"": 60.0}",90.0,True,0.0,PASS,0.0,0.0,
test,h5i,perovskites,2,2000.0,2150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/h5i/ordered_x10_h5i.cif,ok,pymatgen_structure,Na4 Li1 La5 Nb20 O60,Na4LiLa5Nb20O60,"{""La"": 5.0, ""Li"": 1.0, ""Na"": 4.0, ""Nb"": 20.0, ""O"": 60.0}",90.0,True,0.0,PASS,0.0,0.0,
test,h5i,perovskites,3,850.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/h5i/relaxed_h5i (1).cif,ok,pymatgen_structure,La1 Nb2 O6,LaNb2O6,"{""La"": 1.0, ""Nb"": 2.0, ""O"": 6.0}",9.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.05555555555555555,
test,i47,sulfides,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/i47/relaxed_i47.cif,ok,pymatgen_structure,Li20 Zn20 P20 S80,LiZnPS4,"{""Li"": 20.0, ""P"": 20.0, ""S"": 80.0, ""Zn"": 20.0}",140.0,True,0.0,PASS,0.0,0.0,
test,i47,sulfides,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/i47/relaxed_i47.cif,ok,pymatgen_structure,Li2 Zn2 P2 S8,LiZnPS4,"{""Li"": 2.0, ""P"": 2.0, ""S"": 8.0, ""Zn"": 2.0}",14.0,True,0.0,PASS,0.0,0.0,
test,i47,sulfides,3,2000.0,2150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/i47/ordered_x10_i47.cif,ok,pymatgen_structure,Li20 Zn20 P20 S80,LiZnPS4,"{""Li"": 20.0, ""P"": 20.0, ""S"": 80.0, ""Zn"": 20.0}",140.0,True,0.0,PASS,0.0,0.0,
test,i4l,nan,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/i4l/relaxed_i4l.cif,ok,pymatgen_structure,Li16 Ge4 Se12 S4,Li4GeSe3S,"{""Ge"": 4.0, ""Li"": 16.0, ""S"": 4.0, ""Se"": 12.0}",36.0,True,0.0,PASS,0.0,0.0,
test,i4l,nan,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/i4l/relaxed_i4l.cif,ok,pymatgen_structure,Li28 Ge4 Se16,Li7GeSe4,"{""Ge"": 4.0, ""Li"": 28.0, ""Se"": 16.0}",48.0,True,0.0,FAIL_ELEMENT_SET,0.4,0.13888888888888892,
test,i4l,nan,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/i4l/ordered_adaptive_i4l.cif,ok,pymatgen_structure,Li16 Ge4 Se12 S4,Li4GeSe3S,"{""Ge"": 4.0, ""Li"": 16.0, ""S"": 4.0, ""Se"": 12.0}",36.0,True,0.0,PASS,0.0,0.0,
test,ipo,garnet,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ipo/relaxed_ipo.cif,ok,pymatgen_structure,Li560 La240 Hf160 O960,Li7La3Hf2O12,"{""Hf"": 160.0, ""La"": 240.0, ""Li"": 560.0, ""O"": 960.0}",1920.0,True,0.0,PASS,0.0,0.0,
test,ipo,garnet,2,2000.0,2150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ipo/ordered_x10_ipo.cif,ok,pymatgen_structure,Li560 La240 Hf160 O960,Li7La3Hf2O12,"{""Hf"": 160.0, ""La"": 240.0, ""Li"": 560.0, ""O"": 960.0}",1920.0,True,0.0,PASS,0.0,0.0,
test,ipo,garnet,3,850.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/ipo/relaxed_ipo (1).cif,ok,pymatgen_structure,Li56 La24 Hf16 O96,Li7La3Hf2O12,"{""Hf"": 16.0, ""La"": 24.0, ""Li"": 56.0, ""O"": 96.0}",192.0,True,0.0,PASS,0.0,0.0,
test,j5g,garnet,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/j5g/relaxed_j5g.cif,ok,pymatgen_structure,Li48 La24 Y4 Nb12 O96,Li12La6YNb3O24,"{""La"": 24.0, ""Li"": 48.0, ""Nb"": 12.0, ""O"": 96.0, ""Y"": 4.0}",184.0,True,0.0,PASS,0.0,0.0,
test,j5g,garnet,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/j5g/relaxed_j5g.cif,ok,pymatgen_structure,Li168 La24 Nb16 O96,Li21La3Nb2O12,"{""La"": 24.0, ""Li"": 168.0, ""Nb"": 16.0, ""O"": 96.0}",304.0,True,0.0,FAIL_ELEMENT_SET,2.5,0.2917620137299771,
test,j5g,garnet,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/j5g/ordered_adaptive_j5g.cif,ok,pymatgen_structure,Li48 La24 Y4 Nb12 O96,Li12La6YNb3O24,"{""La"": 24.0, ""Li"": 48.0, ""Nb"": 12.0, ""O"": 96.0, ""Y"": 4.0}",184.0,True,0.0,PASS,0.0,0.0,
test,jy6,argyrodites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/jy6/relaxed_jy6.cif,ok,pymatgen_structure,Li24 P4 Cl4 O20,Li6PClO5,"{""Cl"": 4.0, ""Li"": 24.0, ""O"": 20.0, ""P"": 4.0}",52.0,True,0.0,PASS,0.0,0.0,
test,jy6,argyrodites,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/jy6/relaxed_jy6 (2).cif,ok,pymatgen_structure,Li24 P4 Cl4 O20,Li6PClO5,"{""Cl"": 4.0, ""Li"": 24.0, ""O"": 20.0, ""P"": 4.0}",52.0,True,0.0,PASS,0.0,0.0,
test,jy6,argyrodites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/jy6/ordered_adaptive_jy6.cif,ok,pymatgen_structure,Li24 P4 Cl4 O20,Li6PClO5,"{""Cl"": 4.0, ""Li"": 24.0, ""O"": 20.0, ""P"": 4.0}",52.0,True,0.0,PASS,0.0,0.0,
test,klr,nan,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/klr/relaxed_klr.cif,ok,pymatgen_structure,Li16 Sn4 Se8 S8,Li4Sn(SeS)2,"{""Li"": 16.0, ""S"": 8.0, ""Se"": 8.0, ""Sn"": 4.0}",36.0,True,0.0,PASS,0.0,0.0,
test,klr,nan,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/klr/relaxed_klr.cif,ok,pymatgen_structure,Li20 Sn4 Se8 S8,Li5Sn(SeS)2,"{""Li"": 20.0, ""S"": 8.0, ""Se"": 8.0, ""Sn"": 4.0}",40.0,True,0.0,FAIL_LI_STOICHIOMETRY,0.25,0.05555555555555554,
test,klr,nan,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/klr/ordered_adaptive_klr.cif,ok,pymatgen_structure,Li16 Sn4 Se8 S8,Li4Sn(SeS)2,"{""Li"": 16.0, ""S"": 8.0, ""Se"": 8.0, ""Sn"": 4.0}",36.0,True,0.0,PASS,0.0,0.0,
test,ku9,perovskites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ku9/relaxed_ku9.cif,ok,pymatgen_structure,Na1 Li1 La1 Nb2 O6,NaLiLaNb2O6,"{""La"": 1.0, ""Li"": 1.0, ""Na"": 1.0, ""Nb"": 2.0, ""O"": 6.0}",11.0,True,0.0,FAIL_GENERAL_STOICHIOMETRY,1.4999999999999998,0.1616161616161616,
test,ku9,perovskites,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/ku9/relaxed_ku9 (3).cif,ok,pymatgen_structure,La1 Nb2 O6,LaNb2O6,"{""La"": 1.0, ""Nb"": 2.0, ""O"": 6.0}",9.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.05555555555555555,
test,ku9,perovskites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ku9/ordered_adaptive_ku9.cif,failed,,,,,,,,,,,Structure.from_file=Invalid CIF file with no structures!; CIF tolerance2=Invalid CIF file with no structures!
test,kxw,oxides,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/kxw/relaxed_kxw.cif,ok,pymatgen_structure,Li18 Al18 Ge18 O72,LiAlGeO4,"{""Al"": 18.0, ""Ge"": 18.0, ""Li"": 18.0, ""O"": 72.0}",126.0,True,0.0,PASS,0.0,0.0,
test,kxw,oxides,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/kxw/relaxed_kxw (1).cif,ok,pymatgen_structure,Li18 Al18 Ge18 O72,LiAlGeO4,"{""Al"": 18.0, ""Ge"": 18.0, ""Li"": 18.0, ""O"": 72.0}",126.0,True,0.0,PASS,0.0,0.0,
test,kxw,oxides,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/kxw/ordered_adaptive_kxw.cif,ok,pymatgen_structure,Li18 Al18 Ge18 O72,LiAlGeO4,"{""Al"": 18.0, ""Ge"": 18.0, ""Li"": 18.0, ""O"": 72.0}",126.0,True,0.0,PASS,0.0,0.0,
test,l2w,thio-phosphate,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/l2w/relaxed_l2w.cif,ok,pymatgen_structure,Li3 Mg1 P2 S6,Li3Mg(PS3)2,"{""Li"": 3.0, ""Mg"": 1.0, ""P"": 2.0, ""S"": 6.0}",12.0,True,0.0,WARN_INTEGERIZATION_APPROXIMATION,-0.09990999099909996,0.05478884507686154,
test,l2w,thio-phosphate,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/l2w/relaxed_l2w.cif,ok,pymatgen_structure,Li4 P4 S6,Li2P2S3,"{""Li"": 4.0, ""P"": 4.0, ""S"": 6.0}",14.0,True,0.0,FAIL_ELEMENT_SET,0.20012001200120005,0.11428816340525583,
test,l2w,thio-phosphate,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/l2w/ordered_adaptive_l2w.cif,ok,pymatgen_structure,Li3 Mg1 P2 S6,Li3Mg(PS3)2,"{""Li"": 3.0, ""Mg"": 1.0, ""P"": 2.0, ""S"": 6.0}",12.0,True,0.0,WARN_INTEGERIZATION_APPROXIMATION,-0.09990999099909996,0.05478884507686154,
test,l6h,garnet,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/l6h/relaxed_l6h.cif,ok,pymatgen_structure,Li51 La24 Zr14 Ta2 Al2 O96,Li51La24Zr14Ta2Al2O96,"{""Al"": 2.0, ""La"": 24.0, ""Li"": 51.0, ""O"": 96.0, ""Ta"": 2.0, ""Zr"": 14.0}",189.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.028225806451612875,0.008954008954009007,
test,l6h,garnet,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/l6h/relaxed_l6h.cif,ok,pymatgen_structure,Li120 La24 Zr16 O96,Li15La3Zr2O12,"{""La"": 24.0, ""Li"": 120.0, ""O"": 96.0, ""Zr"": 16.0}",256.0,True,0.0,FAIL_ELEMENT_SET,1.4193548387096775,0.2037927350427351,
test,l6h,garnet,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/l6h/ordered_adaptive_l6h.cif,ok,pymatgen_structure,Li51 La24 Zr14 Ta2 Al2 O96,Li51La24Zr14Ta2Al2O96,"{""Al"": 2.0, ""La"": 24.0, ""Li"": 51.0, ""O"": 96.0, ""Ta"": 2.0, ""Zr"": 14.0}",189.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.028225806451612875,0.008954008954009007,
test,lpt,garnet,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/lpt/relaxed_lpt.cif,ok,pymatgen_structure,Li32 Nd24 Sb8 Te8 O96,Li4Nd3SbTeO12,"{""Li"": 32.0, ""Nd"": 24.0, ""O"": 96.0, ""Sb"": 8.0, ""Te"": 8.0}",168.0,True,0.0,PASS,0.0,0.0,
test,lpt,garnet,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/lpt/relaxed_lpt.cif,ok,pymatgen_structure,Li120 Nd24 Te16 O96,Li15Nd3(TeO6)2,"{""Li"": 120.0, ""Nd"": 24.0, ""O"": 96.0, ""Te"": 16.0}",256.0,True,0.0,FAIL_ELEMENT_SET,2.75,0.29315476190476186,
test,lpt,garnet,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/lpt/ordered_adaptive_lpt.cif,ok,pymatgen_structure,Li32 Nd24 Sb8 Te8 O96,Li4Nd3SbTeO12,"{""Li"": 32.0, ""Nd"": 24.0, ""O"": 96.0, ""Sb"": 8.0, ""Te"": 8.0}",168.0,True,0.0,PASS,0.0,0.0,
test,lud,perovskites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/lud/relaxed_lud.cif,ok,pymatgen_structure,Li1 La1 Ti1 Al1 O3,LiLaTiAlO3,"{""Al"": 1.0, ""La"": 1.0, ""Li"": 1.0, ""O"": 3.0, ""Ti"": 1.0}",7.0,True,0.0,FAIL_GENERAL_STOICHIOMETRY,1.4999999999999998,0.18857142857142856,
test,lud,perovskites,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/lud/relaxed_lud (1).cif,ok,pymatgen_structure,La1 Ti1 O3,LaTiO3,"{""La"": 1.0, ""O"": 3.0, ""Ti"": 1.0}",5.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.12000000000000001,
test,lud,perovskites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/lud/ordered_adaptive_lud.cif,ok,pymatgen_cif_tolerance2,Li0.5 La0.5 Ti0.5 Al0.5 O3,Li0.5La0.5Ti0.5Al0.5O3,"{""Al"": 0.5, ""La"": 0.5, ""Li"": 0.5, ""O"": 3.0, ""Ti"": 0.5}",5.0,False,2.0,WARN_INTEGERIZATION_APPROXIMATION,0.24999999999999994,0.08,
test,mdp,nan,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/mdp/relaxed_mdp.cif,ok,pymatgen_structure,Li14 P6 S22,Li7P3S11,"{""Li"": 14.0, ""P"": 6.0, ""S"": 22.0}",42.0,True,0.0,PASS,0.0,0.0,
test,mdp,nan,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/mdp/relaxed_mdp.cif,ok,pymatgen_structure,Li14 P6 S22,Li7P3S11,"{""Li"": 14.0, ""P"": 6.0, ""S"": 22.0}",42.0,True,0.0,PASS,0.0,0.0,
test,mdp,nan,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/mdp/ordered_adaptive_mdp.cif,ok,pymatgen_structure,Li14 P6 S22,Li7P3S11,"{""Li"": 14.0, ""P"": 6.0, ""S"": 22.0}",42.0,True,0.0,PASS,0.0,0.0,
test,me3,Lanthanumlithiumoxide,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/me3/relaxed_me3.cif,ok,pymatgen_structure,Sr1 Li4 La4 O8,SrLi4La4O8,"{""La"": 4.0, ""Li"": 4.0, ""O"": 8.0, ""Sr"": 1.0}",17.0,True,0.0,WARN_INTEGERIZATION_APPROXIMATION,0.0,0.044117647058823525,
test,me3,Lanthanumlithiumoxide,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/me3/relaxed_me3 (1).cif,ok,pymatgen_structure,Li4 La4 O8,LiLaO2,"{""La"": 4.0, ""Li"": 4.0, ""O"": 8.0}",16.0,True,0.0,FAIL_ELEMENT_SET,0.0,0.024999999999999998,
test,me3,Lanthanumlithiumoxide,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/me3/ordered_adaptive_me3.cif,ok,pymatgen_cif_tolerance2,Sr0.5 Li4 La3.5 O8,Sr0.5Li4La3.5O8,"{""La"": 3.5, ""Li"": 4.0, ""O"": 8.0, ""Sr"": 0.5}",16.0,False,1.0,PASS_INTEGERIZED_COMPOSITION,0.0,0.006250000000000002,
test,mfu,molybdates,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/mfu/relaxed_mfu.cif,ok,pymatgen_structure,Li12 Fe4 Mo12 O48,Li3Fe(MoO4)3,"{""Fe"": 4.0, ""Li"": 12.0, ""Mo"": 12.0, ""O"": 48.0}",76.0,True,0.0,PASS,0.0,0.0,
test,mfu,molybdates,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Test_cif/mfu/relaxed_mfu.cif,ok,pymatgen_structure,Li16 Mo12 O48,Li4(MoO4)3,"{""Li"": 16.0, ""Mo"": 12.0, ""O"": 48.0}",76.0,True,0.0,FAIL_ELEMENT_SET,0.3333333333333333,0.05263157894736842,
